"","Year","Hospital.Name","Hospital.County","Cesarean Births","Forceps Delivery","Total Births","Low/Outlet Forceps Delivery","Mid Forceps Delivery","Internal Fetal Monitoring","External Fetal Monitoring","Induction - Artificial Rupture of Membranes","Induction - Medicinal","Augmented Labor","Analgesia","Attended by Licensed Midwife","Vaginal Births","Vaginal Birth After Prior Cesarean","Total Births After Prior Cesarean","Breech Births Delivered Vaginally","Episiotomy","General Anesthesia (Vaginal)","Spinal Anesthesia (Vaginal)","Epidural Anesthesia","Local/Other Anesthesia","Paracervical Anesthesia","Pudendal Anesthesia","Primary Cesarean","Repeat Cesarean","General Anesthesia (Cesarean)","Spinal Anesthesia (Cesarean)","Epidural/Local Anesthesia","Fed Any Breast Milk","Fed Exclusively Breast Milk","Breast Fed Infants Supplemented w/Formula","X","ID","State","lon","lat"
"382","2010","Lawrence Hospital Center","WESTCHESTER",883,0,1648,0,0,9,675,120,214,257,146,0,765,3,357,1,219,1,249,139,86,0,0,529,354,5,846,25,1234,504,730,52,52," NY",-73.8370295,40.9423709
"383","2010","Phelps Memorial Hospital Assn","WESTCHESTER",291,1,1083,1,0,13,1041,21,132,120,75,481,790,7,131,0,86,5,1,235,138,0,0,167,124,13,196,74,1069,1030,39,96,96," NY",-73.8630631,41.1087491
"384","2010","Westchester Medical Center","WESTCHESTER",377,3,904,2,1,290,844,57,110,223,248,0,526,56,185,10,135,19,6,334,13,0,3,248,129,43,227,107,382,200,182,138,138," NY",-73.80582,41.08878
"385","2010","Jacobi Medical Center","BRONX",525,6,2229,NA,NA,275,1346,327,348,305,NA,398,1667,25,107,5,20,7,39,759,183,0,0,443,82,42,258,180,1859,380,1479,47,47," NY",-73.8464133,40.8557535
"386","2010","Wyoming County Community Hospital","WYOMING",77,0,290,0,0,8,284,15,60,64,119,74,213,1,39,0,85,3,0,32,113,0,0,39,38,14,55,8,190,157,33,146,146," NY",-78.1309827,42.754231
"387","2010","Long Island College Hospital","KINGS",634,3,1640,NA,NA,286,1614,242,284,546,NA,147,989,36,264,2,145,8,22,575,164,0,0,406,228,43,356,229,1260,331,929,56,56," NY",-73.997247,40.689321
"388","2010","Montefiore Medical Center - North Division","BRONX",948,1,2567,NA,NA,22,2558,13,265,234,NA,10,1606,51,439,4,216,6,20,985,232,0,0,560,388,9,622,316,2119,257,1862,69,69," NY",-73.8799255,40.8798864
"389","2010","North Central Bronx Hospital","BRONX",429,5,1709,NA,NA,362,1568,120,281,262,NA,1142,1263,39,156,3,73,7,15,502,217,0,1,312,117,21,310,92,1537,1231,306,83,83," NY",-73.8810825,40.8805787
"390","2010","Lincoln Medical & Mental Health Center","BRONX",734,1,2548,NA,NA,1005,1927,388,652,836,NA,1,1789,64,291,6,227,17,24,702,281,0,1,507,227,44,401,259,2016,591,1425,55,55," NY",-73.9235258,40.8170308
"391","2010","St Barnabas Hospital","BRONX",254,0,1139,NA,NA,60,919,37,169,180,NA,302,641,11,45,1,80,7,1,316,76,0,0,222,32,16,143,80,818,160,658,116,116," NY",-73.8902908,40.8536538
"392","2010","Bronx-Lebanon Hospital Center - Concourse Division","BRONX",876,2,2541,NA,NA,583,1838,347,398,318,NA,2,1656,23,222,1,106,3,42,746,184,0,0,677,199,38,542,272,1758,299,1459,11,11," NY",-73.9110165,40.8434469
"393","2010","Brookdale Hospital Medical Center","KINGS",497,2,1608,NA,NA,289,1127,77,389,577,NA,457,1110,39,239,8,39,5,21,436,24,0,2,297,200,74,286,130,1300,200,1100,12,12," NY",-73.9145464,40.6549753
"394","2010","Brooklyn Hospital Center - Downtown Campus","KINGS",1034,7,2330,NA,NA,30,2254,78,107,92,NA,3,1280,4,156,2,110,28,32,494,258,0,1,882,152,64,552,370,2129,223,1906,14,14," NY",-73.9780268,40.6909388
"395","2010","Coney Island Hospital","KINGS",434,12,1289,NA,NA,331,1132,46,139,302,NA,672,854,9,121,23,212,3,10,453,138,0,0,322,112,21,282,130,1087,331,756,26,26," NY",-73.9648753,40.5855566
"396","2010","Kings County Hospital Center","KINGS",653,4,2723,NA,NA,800,2521,358,442,413,NA,608,1911,44,232,1,100,2,24,712,494,0,0,465,188,23,449,157,1498,269,1229,49,49," NY",-73.9447005,40.6565954
"397","2010","Lutheran Medical Center","KINGS",1508,5,4163,NA,NA,173,4128,1259,888,974,NA,40,2598,32,593,7,412,16,89,1433,592,0,2,947,561,48,1131,315,2848,2079,769,58,58," NY",-74.0209235,40.6466634
"398","2010","Maimonides Medical Center","KINGS",1733,9,7753,NA,NA,690,6133,270,665,1287,NA,1417,5950,180,661,17,1335,7,1385,2263,828,0,19,1252,481,66,1113,536,6509,2607,3902,59,59," NY",-73.9986929,40.6396041
"399","2010","New York Methodist Hospital","KINGS",1835,4,5243,NA,NA,608,4265,513,311,858,NA,558,3355,34,522,13,361,12,175,2091,261,1,0,1347,488,80,1030,719,4704,3094,1610,76,76," NY",-73.9791299,40.6678362
"400","2010","Wyckoff Heights Medical Center","KINGS",468,1,1498,NA,NA,195,1017,97,50,94,NA,1,1006,4,24,0,166,19,9,347,119,0,0,448,20,17,367,57,1031,66,965,145,145," NY",-73.9174728,40.7042422
"401","2010","University Hospital of Brooklyn","KINGS",716,1,1585,NA,NA,205,1439,178,262,341,NA,0,824,5,219,2,125,4,7,471,102,0,0,502,214,38,407,162,893,35,858,136,136," NY",-73.9453265,40.6549969
"402","2010","New York Downtown Hospital","NEW YORK",486,6,2428,NA,NA,13,2351,46,275,173,NA,10,1693,49,209,2,329,20,14,616,205,0,0,336,150,11,290,149,1415,445,970,74,74," NY",-74.0072917,40.710394
"403","2010","Harlem Hospital Center","NEW YORK",372,0,1146,NA,NA,1050,1139,81,175,363,NA,32,743,43,184,5,81,92,3,348,44,0,0,231,141,54,179,137,827,449,378,43,43," NY",-73.9395087,40.8143104
"404","2010","Bellevue Hospital Center","NEW YORK",484,6,1888,NA,NA,230,1664,279,374,477,NA,596,1383,59,200,8,51,0,5,832,260,0,0,343,141,29,50,395,1696,314,1382,7,7," NY",-73.9762044,40.7396865
"405","2010","Lenox Hill Hospital","NEW YORK",1503,32,3969,NA,NA,1,3907,679,917,1047,NA,47,2381,56,482,6,529,1,935,985,65,0,0,1077,426,25,1333,62,3605,3310,295,53,53," NY",-73.9609812,40.7739364
"406","2010","Beth Israel Medical Center/Petrie Campus","NEW YORK",921,8,3939,NA,NA,422,3126,290,319,987,NA,492,2824,27,136,5,597,3,18,1996,466,0,0,812,109,49,449,402,3587,862,2725,9,9," NY",-73.9825649,40.7333501
"407","2010","Metropolitan Hospital Center","NEW YORK",401,42,1445,NA,NA,364,1398,124,171,338,NA,441,1037,45,229,1,96,10,9,515,172,0,1,217,184,25,256,118,1001,15,986,66,66," NY",-73.9443993,40.7848889
"408","2010","Mount Sinai Hospital","NEW YORK",2010,156,6244,NA,NA,196,6176,632,1139,1197,NA,483,4064,139,752,54,730,7,165,3291,302,0,13,1397,613,97,1154,747,5038,2398,2640,70,70," NY",-73.9524454,40.7899484
"409","2010","New York Presbyterian Hospital - New York Weill Cornell Center","NEW YORK",2059,76,5864,NA,NA,375,2247,259,366,384,NA,3,3680,45,348,7,1301,2,30,3577,32,0,1,1756,303,6,1669,382,5360,1391,3969,79,79," NY",-73.9542869,40.7643076
"410","2010","SVCMC-St Vincents Manhattan","NEW YORK",84,0,453,NA,NA,0,452,1,1,0,NA,85,353,5,21,1,58,0,1,325,0,0,0,68,16,0,82,1,375,371,4,131,131," NY",-74.0010379,40.7375843
"411","2010","NYU Hospitals Center","NEW YORK",1273,108,4558,NA,NA,120,4413,850,852,1234,NA,25,3222,158,570,11,444,4,12,2991,109,0,1,861,412,16,140,1116,4174,4138,36,88,88," NY",-73.9815497,40.7459158
"412","2010","New York Presbyterian Hospital - Columbia Presbyterian Center","NEW YORK",1615,31,4474,NA,NA,211,2693,589,805,611,NA,0,2398,47,513,13,196,3,54,1942,84,0,2,1150,465,85,909,562,3362,1156,2206,78,78," NY",-73.9441736,40.8417607
"413","2011","Olean General Hospital","CATTARAUGUS",218,13,787,13,0,69,775,251,226,162,232,368,569,0,115,0,176,1,4,346,30,0,0,103,115,8,172,38,545,491,54,89,89," NY",-78.4277827,42.0902702
"414","2010","St Lukes Roosevelt Hospital Center - Roosevelt Hospital Division","NEW YORK",1826,36,6475,NA,NA,898,4853,558,1019,1178,NA,563,4487,76,418,17,376,18,310,2872,663,0,0,1485,341,54,794,926,5133,3500,1633,124,124," NY",-73.961459,40.8054014
"415","2010","Elmhurst Hospital Center","QUEENS",1012,24,3804,NA,NA,251,3309,479,559,461,NA,67,2766,86,422,9,99,8,27,1416,650,1,1,676,336,47,698,258,3192,36,3156,34,34," NY",-73.8860322,40.7446774
"416","2010","Flushing Hospital Medical Center","QUEENS",1089,2,2723,NA,NA,396,2665,6,514,627,NA,0,1577,39,502,3,588,7,327,708,435,0,0,626,463,52,817,220,1797,1288,509,37,37," NY",-73.8167251,40.7556511
"417","2010","Jamaica Hospital Medical Center","QUEENS",1033,7,2645,NA,NA,287,1186,33,475,629,NA,555,1596,44,415,2,133,1,33,562,256,0,2,662,371,100,688,234,2340,2,2338,48,48," NY",-73.8167613,40.7010611
"418","2010","Long Island Jewish Medical Center","QUEENS",1864,33,4870,NA,NA,1,4811,446,819,536,NA,14,2965,92,813,10,686,1,16,2255,243,0,2,1143,721,78,1239,540,3396,1418,1978,57,57," NY",-73.7069314,40.7555112
"419","2010","Queens Hospital Center","QUEENS",639,2,2080,NA,NA,523,1947,795,313,328,NA,0,1433,36,319,7,99,6,10,728,335,0,0,356,283,27,458,145,1474,963,511,99,99," NY",-73.8045894,40.7169282
"420","2010","St Johns Episcopal Hospital So Shore","QUEENS",309,0,874,NA,NA,2,867,19,77,44,NA,0,559,12,140,1,130,2,1,238,89,0,0,181,128,23,221,61,625,227,398,121,121," NY",-73.7548578,40.5986319
"421","2010","New York Hospital Medical Center   of Queens","QUEENS",1312,31,4101,NA,NA,712,3998,1769,204,1141,NA,1,2683,64,581,5,846,4,108,1915,459,0,0,795,517,37,576,698,1614,250,1364,75,75," NY",-73.8254109,40.7454597
"422","2010","Forest Hills Hospital","QUEENS",673,1,2284,NA,NA,100,2195,141,154,301,NA,21,1571,19,173,5,345,7,8,1257,81,0,1,519,154,44,342,285,2010,112,1898,38,38," NY",-73.8448469,40.718106
"423","2010","Woodhull Medical & Mental Health Center","KINGS",589,1,2164,NA,NA,517,1968,134,335,442,NA,1436,1510,34,236,4,89,22,9,629,387,0,0,387,202,26,361,200,1436,505,931,144,144," NY",-73.9430003,40.6994152
"424","2010","Richmond University Medical Center","RICHMOND",1199,2,3101,NA,NA,40,1359,788,962,446,NA,31,1743,15,741,9,684,1,26,1492,59,0,0,473,726,27,897,274,1804,803,1001,101,101," NY",-74.1059933,40.6357678
"425","2010","Staten Island University Hosp-North","RICHMOND",674,2,3064,NA,NA,22,2970,8,473,299,NA,117,2380,109,395,16,336,5,38,1730,192,0,0,389,285,21,510,124,2517,1120,1397,128,128," NY",-74.1502007,40.5795317
"426","2010","New York Presbyterian Hospital - Allen Pavilion","NEW YORK",720,3,2311,NA,NA,136,1487,146,276,265,NA,30,1564,10,95,1,74,16,27,1054,157,0,0,635,85,36,368,292,2285,518,1767,77,77," NY",-73.9148792,40.8730577
"427","2010","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","BRONX",1480,0,4308,NA,NA,1,4293,1,241,0,NA,64,2800,114,715,2,82,0,166,1810,101,0,0,879,601,56,788,635,3374,1569,1805,68,68," NY",-73.8460728,40.8486869
"428","2010","Millard Fillmore Suburban Hospital","ERIE",952,28,2554,28,0,528,2541,344,843,930,318,38,1602,35,423,7,430,0,0,1358,147,0,0,564,388,43,607,302,2006,1892,114,67,67," NY",-78.7301975,42.993969
"429","2011","Albany Medical Center Hospital","ALBANY",901,31,2186,28,3,299,2162,174,487,473,1877,0,1285,48,417,27,121,1,35,979,57,1,3,532,369,69,647,185,1249,623,626,2,2," NY",-73.7771411,42.6536483
"430","2011","St Peters Hospital","ALBANY",954,3,2636,2,1,58,2610,630,375,700,185,152,1682,44,427,1,45,31,18,1149,162,0,0,571,383,11,693,246,1897,1554,343,126,126," NY",-73.8038346,42.6559038
"431","2011","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","ALLEGANY",107,1,309,1,0,9,278,21,105,109,133,0,202,1,51,0,8,0,0,73,26,0,0,57,50,9,90,8,221,168,53,63,63," NY",-77.9505441,42.1224097
"432","2011","Brooks Memorial Hospital","CHAUTAUQUA",202,2,651,1,1,2,631,174,115,148,557,0,449,1,113,1,50,7,11,293,18,0,0,90,112,10,162,28,378,225,153,15,15," NY",-79.334641,42.4799884
"433","2011","Our Lady of Lourdes Memorial Hospital Inc","BROOME",403,9,1165,8,1,24,1149,247,216,191,522,116,762,0,175,1,182,1,3,275,172,0,0,228,175,11,313,79,906,793,113,94,94," NY",-75.9362283,42.0915013
"434","2011","United Health Services Hospitals Inc. - Wilson Medical Center","BROOME",606,5,1597,5,0,53,1585,190,452,247,802,155,990,32,301,4,217,5,6,472,236,0,0,337,269,47,477,82,1036,953,83,133,133," NY",-75.9583893,42.1142391
"435","2011","Auburn Memorial Hospital","CAYUGA",108,0,400,0,0,17,394,14,57,84,281,247,292,0,31,0,19,0,1,130,29,0,0,77,31,7,79,22,261,220,41,5,5," NY",-76.5660529,42.9317335
"436","2011","Arnot Ogden Medical Center","CHEMUNG",497,2,1518,1,1,326,1181,22,439,318,1418,653,1020,39,229,2,42,1,20,676,123,0,0,307,190,25,440,32,969,895,74,4,4," NY",-76.8268806,42.1009135
"437","2011","Woman's Christian Association","CHAUTAUQUA",211,0,627,0,0,8,622,51,181,38,320,58,416,2,98,3,41,8,0,181,91,0,0,115,96,17,181,13,410,367,43,142,142," NY",-79.2336184,42.0915449
"438","2011","Chenango Memorial Hospital Inc","CHENANGO",75,0,309,0,0,24,304,0,88,40,144,1,230,1,36,0,14,1,51,0,77,0,0,40,35,7,68,0,204,103,101,21,21," NY",-75.5278844,42.5411751
"439","2011","Champlain Valley Physicians Hospital Medical Center","CLINTON",308,5,897,3,2,258,803,231,222,215,253,215,588,8,125,0,39,10,5,328,74,17,2,191,117,28,201,69,694,620,74,20,20," NY",-73.470012,44.7014924
"440","2011","Columbia Memorial Hospital","COLUMBIA",153,0,468,0,0,20,462,2,121,123,220,13,315,0,77,2,17,0,103,0,97,0,0,76,77,0,153,0,291,143,148,23,23," NY",-73.7796082,42.2463701
"441","2011","Cortland Regional Medical Center Inc","CORTLAND",170,0,500,0,0,37,497,14,89,84,251,73,330,0,83,2,39,1,19,155,28,0,0,87,83,13,139,18,348,278,70,28,28," NY",-76.187635,42.608842
"442","2011","Vassar Brothers Medical Center","DUTCHESS",965,1,2446,1,0,27,2437,21,430,468,1198,7,1480,46,424,3,374,1,6,244,28,0,10,587,378,47,612,256,1794,1304,490,137,137," NY",-73.935626,41.6933485
"443","2011","Northern Dutchess Hospital","DUTCHESS",299,0,873,0,0,1,864,46,132,269,484,364,574,8,103,1,4,0,201,12,128,0,0,204,95,1,291,6,752,665,87,85,85," NY",-73.9128078,41.9356016
"444","2011","Women And Children's Hospital Of Buffalo","ERIE",1088,3,3048,3,0,216,2922,138,686,823,441,122,1960,51,544,24,20,0,4,1282,153,0,0,595,493,156,676,255,1568,947,621,143,143," NY",-78.8751475,42.9098851
"445","2011","Mercy Hospital","ERIE",829,17,2367,15,2,384,2359,1245,932,609,316,395,1537,32,375,1,349,2,2,1251,164,0,0,486,343,45,556,228,1446,1188,258,64,64," NY",-73.6314088,40.6874502
"446","2011","Sisters of Charity Hospital","ERIE",933,25,2950,23,2,385,2876,96,578,621,2464,13,2015,60,437,10,336,1,16,1565,233,0,1,556,377,38,611,277,1792,1397,395,109,109," NY",-78.848085,42.9284109
"447","2011","University Hospital","SUFFOLK",1377,1,3651,1,0,278,2903,235,460,648,821,496,2268,63,682,6,75,16,42,1701,128,0,0,758,619,41,896,430,2484,635,1849,135,135," NY",-74.4802507,40.6794061
"448","2011","Alice Hyde Medical Center","FRANKLIN",121,0,306,0,0,131,288,51,75,132,216,0,183,6,48,0,22,1,1,110,24,0,0,79,42,20,80,21,174,140,34,3,3," NY",-74.2999876,44.8554151
"449","2011","Adirondack Medical Center-Saranac Lake Site","FRANKLIN",73,0,176,0,0,21,169,35,33,24,85,57,103,0,32,1,19,0,4,0,48,0,0,41,32,4,67,0,148,126,22,1,1," NY",-74.1312867,44.3294896
"450","2011","Samaritan Hospital","RENSSELAER",213,6,631,4,2,63,619,81,95,130,300,259,417,6,94,1,82,1,4,201,70,0,0,125,88,13,160,40,406,323,83,104,104," NY",-73.6720969,42.7336275
"451","2011","Southampton Hospital","SUFFOLK",242,1,681,1,0,18,668,24,137,140,153,80,439,7,136,0,98,2,0,215,91,0,0,113,129,6,190,46,573,350,223,113,113," NY",-72.3801804,40.8851774
"452","2011","Nathan Littauer Hospital","FULTON",154,0,405,0,0,14,396,36,82,64,196,111,251,4,60,1,53,0,0,119,41,0,1,98,56,2,144,8,233,207,26,73,73," NY",-74.3319185,43.0715875
"453","2011","United Memorial Medical Center North Street Campus","GENESEE",162,0,542,0,0,0,538,32,94,215,110,242,380,5,72,0,156,0,6,232,30,0,0,95,67,15,119,28,365,331,34,134,134," NY",-78.1787505,43.0054757
"454","2011","Samaritan Medical Center","JEFFERSON",358,8,1630,8,0,56,1614,4,422,381,1297,374,1271,45,217,4,62,14,24,807,62,0,0,186,172,29,276,53,1150,947,203,105,105," NY",-75.9144928,43.9648367
"455","2011","Carthage Area Hospital Inc","JEFFERSON",106,0,377,0,0,18,350,65,80,46,307,0,271,6,59,0,11,1,5,128,13,0,0,53,53,4,74,26,276,252,24,17,17," NY",-75.5940464,43.9871213
"456","2011","Lewis County General Hospital","LEWIS",113,0,327,0,0,67,306,5,57,85,240,0,213,1,54,3,62,2,108,1,25,1,0,60,53,6,105,2,210,198,12,54,54," NY",-75.4995852,43.7958179
"457","2011","Nicholas H Noyes Memorial Hospital","LIVINGSTON",78,0,266,0,0,19,231,8,52,71,200,21,188,0,33,0,25,0,1,89,43,0,0,45,33,3,59,16,175,142,33,82,82," NY",-77.699907,42.5528296
"458","2011","Strong Memorial Hospital","MONROE",1121,37,3079,36,1,446,2296,198,987,568,2612,0,1955,53,466,19,84,11,16,1383,82,0,7,708,413,131,794,196,1690,1298,392,130,130," NY",-77.6256413,43.122593
"459","2011","Oneida Healthcare Center","MADISON",154,1,549,1,0,18,539,307,154,113,195,0,394,2,74,0,133,0,12,118,140,0,0,82,72,12,120,22,358,326,32,90,90," NY",-75.6537588,43.0775315
"460","2011","Highland Hospital","MONROE",895,41,2953,39,2,473,2430,46,721,1238,2459,453,2056,88,460,10,111,4,17,1398,268,0,0,523,372,54,584,257,2380,1616,764,44,44," NY",-77.6061769,43.1356875
"461","2011","Rochester General Hospital","MONROE",781,6,2437,6,0,187,1691,19,594,402,2148,509,1652,12,350,4,149,5,5,1171,130,0,0,443,338,43,627,111,1644,1044,600,102,102," NY",-77.5878398,43.1924948
"462","2011","Lakeside Memorial Hospital","MONROE",51,0,192,0,0,7,154,9,36,45,99,45,141,0,22,0,21,2,1,49,22,0,0,29,22,2,41,8,139,109,30,51,51," NY",-78.1916212,43.2385621
"463","2011","The Unity Hospital of Rochester","MONROE",468,11,1376,11,0,314,1101,16,350,617,1207,9,908,24,212,2,127,1,0,523,126,0,0,280,188,33,333,102,1038,595,443,132,132," NY",-77.7052192,43.1925238
"464","2011","Mercy Medical Center","NASSAU",572,0,1249,0,0,167,776,169,106,203,135,32,676,6,221,0,215,2,6,460,72,0,0,357,215,16,413,138,874,414,460,65,65," NY",-73.6314088,40.6874502
"465","2011","South Nassau Communities Hospital","NASSAU",726,4,1735,4,0,112,1142,229,246,387,253,30,1009,0,339,0,366,6,9,758,150,0,0,387,339,38,525,159,1189,223,966,112,112," NY",-73.6304234,40.6518657
"466","2011","St Marys Hospital at Amsterdam","MONTGOMERY",159,1,501,1,0,20,480,6,58,225,28,0,337,3,88,1,94,1,3,201,33,0,0,74,85,5,128,26,315,246,69,125,125," NY",-74.186919,42.9590091
"467","2011","Winthrop-University Hospital","NASSAU",1888,8,4605,6,2,179,4534,451,403,775,202,48,2663,12,812,1,471,2,84,2215,173,0,1,1088,800,34,1463,376,3283,1178,2105,141,141," NY",-73.643129,40.7407591
"468","2011","Nassau University Medical Center","NASSAU",464,0,1653,0,0,386,1453,500,193,628,781,116,1187,73,261,2,110,34,7,531,221,0,0,276,188,48,304,106,1304,359,945,72,72," NY",-73.5540616,40.7272159
"469","2011","Plainview Hospital","NASSAU",598,0,1327,0,0,99,1267,166,315,299,200,111,729,11,297,0,214,3,13,592,67,0,0,312,286,8,430,157,972,383,589,97,97," NY",-73.4787902,40.7749323
"470","2011","North Shore University Hospital","NASSAU",2498,44,6045,44,0,589,5488,593,1139,1310,1091,2,3542,85,1160,3,796,3,31,2905,185,0,9,1423,1075,51,1581,741,4213,912,3301,84,84," NY",-73.7012035,40.7754975
"471","2011","Eastern Niagara Hospital - Lockport Division","NIAGARA",207,1,482,1,0,4,467,47,100,87,322,115,275,0,93,0,118,1,3,91,49,1,0,114,93,27,163,17,264,224,40,30,30," NY",-78.6903098,43.1706128
"472","2011","Niagara Falls Memorial Medical Center","NIAGARA",244,0,475,0,0,45,354,56,65,148,129,0,230,2,106,0,41,1,1,121,18,0,0,140,104,28,180,36,253,212,41,81,81," NY",-79.0495359,43.0934707
"473","2011","Mount St Marys Hospital and Health Center","NIAGARA",89,0,251,0,0,10,246,25,54,123,133,0,162,3,42,1,21,0,0,107,29,0,0,50,39,4,73,12,150,133,17,71,71," NY",-79.0330756,43.1537841
"474","2011","Rome Memorial Hospital, Inc","ONEIDA",177,0,639,0,0,20,611,146,155,103,257,376,462,0,98,0,33,29,3,178,105,0,0,79,98,15,146,16,418,345,73,NA,NA,NA,NA,NA
"475","2011","Faxton-St Lukes Healthcare St Lukes Division","ONEIDA",878,2,2104,2,0,229,1925,291,467,329,623,0,1226,11,395,1,273,0,46,668,159,0,1,494,384,51,676,151,1295,909,386,36,36," NY",-75.2766254,43.096879
"476","2011","F F Thompson Hospital","ONTARIO",161,9,625,9,0,33,535,18,192,197,236,39,464,16,75,3,48,1,1,268,93,0,0,102,59,19,100,42,500,440,60,35,35," NY",-77.28973,42.876232
"477","2011","Community-General Hospital of Greater Syracuse","ONONDAGA",273,4,945,4,0,64,944,380,222,199,539,404,672,14,143,1,47,2,164,265,116,0,0,144,129,14,221,38,650,617,33,25,25," NY",-76.1474244,43.0481221
"478","2011","St Josephs Hospital Health Center","ONONDAGA",687,0,1985,0,0,4,1980,56,505,192,1398,156,1298,0,307,3,169,13,4,645,317,0,0,380,307,39,627,21,1386,1282,104,122,122," NY",-75.9689088,41.1438275
"479","2011","Crouse Hospital","ONONDAGA",1447,3,4095,3,0,337,4063,84,1066,944,1621,391,2647,97,735,17,222,4,9,1436,578,0,14,809,638,75,1223,148,2473,1584,889,29,29," NY",-76.138599,43.0414634
"480","2011","Geneva General Hospital","ONTARIO",150,6,593,5,1,137,510,41,121,149,498,0,443,8,69,2,16,0,4,252,82,0,0,89,61,11,112,27,391,335,56,39,39," NY",-76.988942,42.8770578
"481","2011","Orange Regional Medical Center-Middletown Campus","ORANGE",558,0,1542,0,0,50,760,213,56,106,141,10,984,2,267,1,32,6,19,538,157,0,0,293,265,14,413,110,1272,857,415,92,92," NY",-74.3682079,41.4420519
"482","2011","St Anthony Community Hospital","ORANGE",249,0,517,0,0,3,514,152,113,207,6,0,266,1,127,0,87,1,0,213,13,0,0,123,126,10,130,109,420,310,110,115,115," NY",-74.357556,41.2612731
"483","2011","Bon Secours Community Hospital","ORANGE",44,0,155,0,0,7,131,7,28,29,107,0,110,0,21,0,31,0,7,64,20,0,0,23,21,2,27,15,68,56,12,10,10," NY",-74.6818346,41.3676682
"484","2011","St Luke's Cornwall Hospital/Newburgh","ORANGE",334,0,1046,0,0,42,1031,8,162,192,393,75,711,23,188,4,97,1,9,399,120,0,0,169,165,17,246,71,728,210,518,123,123," NY",-74.0149005,41.5037064
"485","2011","Medina Memorial Hospital","ORLEANS",13,0,76,0,0,10,69,5,10,30,41,21,44,0,6,0,8,1,1,12,10,0,0,7,6,2,11,0,32,28,4,62,62," NY",-78.397594,43.223863
"486","2011","Oswego Hospital","OSWEGO",201,0,668,0,0,119,646,38,132,159,197,224,466,7,95,0,34,6,0,149,107,0,0,113,88,18,172,11,388,334,54,93,93," NY",-76.5163805,43.4537948
"487","2011","Aurelia Osborn Fox Memorial Hospital","OTSEGO",89,0,326,0,0,7,312,11,46,157,190,0,237,1,52,0,61,1,8,49,90,0,0,38,51,21,66,2,225,179,46,6,6," NY",-75.0522916,42.4578897
"488","2011","Mary Imogene Bassett Hospital","OTSEGO",185,0,823,0,0,135,815,6,167,246,593,497,638,21,109,1,33,2,49,210,153,0,1,97,88,19,141,25,661,471,190,60,60," NY",-74.9235838,42.6956943
"489","2011","Putnam Hospital Center","PUTNAM",150,0,425,0,0,50,354,113,110,67,55,122,275,3,95,0,106,0,126,71,27,0,0,58,92,4,128,14,340,226,114,98,98," NY",-73.6631781,41.3835529
"490","2011","Seton Health System-St Mary's Campus","RENSSELAER",133,0,549,0,0,44,541,4,72,129,132,291,414,20,72,2,21,2,3,173,22,0,0,81,52,7,102,24,396,343,53,108,108," NY",-73.678571,42.7402126
"491","2011","Canton-Potsdam Hospital","ST LAWRENCE",180,0,377,0,0,47,365,6,74,75,108,33,196,0,66,0,64,7,1,75,56,0,0,114,66,18,138,24,278,256,22,16,16," NY",-74.9825672,44.6764714
"492","2011","Nyack Hospital","ROCKLAND",563,0,1748,0,0,23,1669,148,238,340,417,614,1178,34,295,0,145,12,49,463,260,0,0,302,261,20,441,101,1359,505,854,87,87," NY",-73.9260511,41.0958962
